0.0,2.088090622619431,0.0,2.088090622619431
0.01,2.143267153104432,0.05517653048500113,2.088090622619431
0.02,2.2479866503930106,0.22070612193140104,2.0272805284616093
0.03,2.9303358533040127,0.7274165092174792,2.2029193440865336
0.04,11.859633870296562,7.7467800315810305,4.112853838715532
0.05,148.70891240076097,16.552250567991905,132.15666183276906
0.06,2371.2634740257076,2300.5022940689214,70.76117995678621
0.07,39843.70481233461,1696.2566539120014,38147.44815842261
0.08,689849.8666222678,591893.5046258401,97956.36199642766
0.09,12224240.527755931,3766715.4239574117,8457525.10379852
0.1,220760158.52303565,108268471.79957221,112491686.72346342
0.11,4050378038.751457,2871013709.8120623,1179364328.939395
0.12,75318942549.15822,9855243448.586037,65463699100.57218
0.13,1416854861946.9514,1361779207322.519,55075654624.43236
0.14,26921567253527.46,861521918404.2692,26060045335123.19
0.15,516051138042944.06,458607911553132.2,57443226489811.875
0.16,9969202621672180.0,2612597023961656.0,7356605597710524.0
0.17,1.93925506280979e+17,1.0540830725816834e+17,8.851719902281069e+16
0.18,3.7958255825167165e+18,2.500334482486051e+18,1.295491100030666e+18
0.19,7.47156210172026e+19,1.2573653328391064e+19,6.214196768881154e+19
0.2,1.4781741550880256e+21,1.3950763278375922e+21,8.309782725043352e+19
0.21,2.938023954757344e+22,7.502988180977156e+20,2.8629940729475724e+22
0.22,5.864528895358127e+23,5.385089218742692e+23,4.794396766154349e+22
0.23,1.1752031826601887e+25,2.520136463490621e+24,9.231895363111266e+24
0.24,2.363562495422552e+26,1.4199827126277612e+26,9.435797827947906e+25
0.25,4.7696106408209857e+27,2.8723910861005207e+27,1.897219554720465e+27
0.26,9.655188759995344e+28,2.062678230737258e+28,7.592510529258086e+28
0.27,1.960252097376082e+30,1.7996553215835107e+30,1.6059677579257134e+29
0.28,3.990771847427829e+31,1.059898043102944e+30,3.8847820431175346e+31
0.29,8.14562370984819e+32,7.67752367413841e+32,4.681000357097805e+31
0.3,1.6666694261993026e+34,2.814290006830308e+33,1.3852404255162718e+34
0.31,3.418011703475856e+35,2.254783290383977e+35,1.1632284130918796e+35
0.32,7.024942298680175e+36,3.7977075937567115e+36,3.2272347049234634e+36
0.33,1.4467969208766414e+38,3.8587040706537686e+37,1.0609265138112646e+38
0.34,2.985535859684951e+39,2.6375944062624186e+39,3.479414534225325e+38
0.35000000000000003,6.172261304575039e+40,2.2253203129436462e+39,5.949729273280674e+40
0.36,1.2783037162902132e+42,1.2275280060150685e+42,5.077571027514469e+40
0.37,2.6518823147997724e+43,3.361986720242979e+42,2.3156836427754743e+43
0.38,5.5102324870879675e+44,3.9597558449048866e+44,1.5504766421830807e+44
0.39,1.1466954083491984e+46,5.4526281489430546e+45,6.01432593454893e+45
0.4,2.3897768427169304e+47,7.79016988274586e+46,1.6107598544423443e+47
0.41000000000000003,4.987329662708968e+48,4.1944223252962605e+48,7.929073374127078e+47
0.42,1.0422019525015232e+50,5.597584028881224e+48,9.86226112212711e+49
0.43,2.1806295046736124e+51,2.1169379994789243e+51,6.369150519468806e+49
0.44,4.5680653616063037e+52,4.108975934444224e+51,4.1571677681618815e+52
0.45,9.580286128270482e+53,7.424681124418635e+53,2.155605003851847e+53
0.46,2.011393031435984e+55,8.246582688393296e+54,1.1867347625966543e+55
0.47000000000000003,4.227319992214382e+56,1.642415396361719e+56,2.584904595852663e+56
0.48,8.893270565702835e+57,7.052080485031024e+57,1.8411900806718123e+57
0.49,1.8726877746307932e+59,1.4694083599833478e+58,1.7257469386324585e+59
0.5,3.946908343583705e+60,3.843330530459941e+60,1.0357781312376393e+59
0.51,8.325639167678195e+61,4.995140107281033e+60,7.826125156950092e+61
0.52,1.757635554849247e+63,1.45218825209854e+63,3.0544730275070687e+62
0.53,3.7134156633924736e+64,1.288936477018787e+64,2.4244791863736866e+64
0.54,7.851185208467733e+65,3.544236833314864e+65,4.306948375152869e+65
0.55,1.6611086361652877e+67,1.2318600102672163e+67,4.292486258980713e+66
0.56,3.5167935437946073e+68,3.8345999202506325e+67,3.133333551769544e+68
0.5700000000000001,7.450190814087643e+69,7.221772301005036e+69,2.2841851308260683e+68
0.58,1.5792317838730722e+71,5.966267570926007e+69,1.519569108163812e+71
0.59,3.349416407119406e+72,2.9161994347810594e+72,4.3321697233834647e+71
0.6,7.107630756456327e+73,2.0530760360691025e+73,5.0545547203872255e+73
0.61,1.5090413264622517e+75,7.736150983993868e+74,7.35426228062865e+74
0.62,3.2054330968732507e+76,2.2072624196262628e+76,9.981706772469877e+75
0.63,6.811940583843345e+77,9.825369112980267e+76,5.829403672545318e+77
0.64,1.4482495076152627e+79,1.387558893172835e+79,6.069061444242779e+77
0.65,3.0803114149722886e+80,7.196949981241759e+78,3.008341915159871e+80
0.66,6.554135058008097e+81,5.949467950744386e+81,6.046671072637108e+80
0.67,1.395073125340595e+83,3.294911977205126e+82,1.0655819276200825e+83
0.68,2.9705107302741806e+84,1.6964596582977877e+84,1.2740510719763931e+84
0.6900000000000001,6.32717764713345e+85,4.018432803004166e+85,2.308744844129283e+85
0.7000000000000001,1.3481127997658168e+87,2.4684251961315576e+86,1.1012702801526612e+87
0.71,2.8732454947228616e+88,2.7029734954327374e+88,1.7027199929012427e+87
0.72,6.125518465434886e+89,1.000565748469745e+88,6.025461890587911e+89
0.73,1.3062621928822628e+91,1.224697791710814e+91,8.156440117144886e+89
0.74,2.786308080679642e+92,5.2745495997281644e+91,2.2588531207068255e+92
0.75,5.944750780311993e+93,3.723124458797557e+93,2.2216263215144364e+93
