0.0,0.0,26999999999.999542,26999999999.999542,0.15430402755737305
0.002,57784463.32596742,26216189839.94207,26216253522.730583,0.23458313941955566
0.004,111477079.76426186,25430452271.939266,25430696606.555897,0.31013011932373047
0.006,160527341.92784157,24644685617.78041,24645208423.276501,0.3844950199127197
0.008,204495566.02625775,23860904997.303005,23861781277.323868,0.45958399772644043
0.01,243057573.57193714,23081197772.433426,23082477501.21846,0.5363771915435791
0.012,276006065.0153126,22307679670.60656,22309387074.375629,0.6127099990844727
0.014,303248817.7379398,21542452612.22742,21544586893.127552,0.6889309883117676
0.016,324803938.7426291,20787565133.913845,20790102496.027607,0.7635312080383301
0.018000000000000002,340792483.6897196,20044976165.081955,20047872928.957901,0.8394551277160645
0.02,351428818.087706,19316522786.53527,19319719324.486027,0.9141910076141357
0.022,357009143.9903767,18603892475.287804,18607317667.0084,0.9896531105041504
0.024,357898647.137266,17908600213.911137,17912176111.888824,1.0649571418762207
0.026000000000000002,354517735.30352247,17231970709.00972,17235617115.172108,1.1403541564941406
0.028,347327838.538996,16575125820.738615,16578764507.668842,1.2171010971069336
0.03,336817226.0557444,15938977158.941294,15942535517.19488,1.2951560020446777
0.032,323487263.6707389,15324223660.765099,15327637613.634727,1.3699541091918945
0.034,307839491.78324413,14731353837.80997,14734569930.86191,1.445667028427124
0.036000000000000004,290363849.4082041,14160652273.15703,14163628912.334244,1.5219371318817139
0.038,271528307.68183017,13612209862.565199,13614917736.232924,1.5979790687561035
0.04,251770109.50840646,13085937231.368284,13088359003.761797,1.674255132675171
