0.0,0.0,26455331326.504185,26455331326.504185,0.09925985336303711
0.001,-104462.57593321847,26083306392.78845,26083306392.997631,0.15503287315368652
0.002,-194923.27612675924,25708071927.988995,25708071928.727962,0.20537090301513672
0.003,-262316.3959598129,25329996223.060024,25329996224.418293,0.2585899829864502
0.004,-298580.20433114923,24949491824.89301,24949491826.679623,0.3095729351043701
0.005,-296820.53402723436,24567010368.931484,24567010370.72459,0.35993289947509766
0.006,-251447.5952128191,24183037114.968952,24183037116.276188,0.411862850189209
0.007,-158284.97031776127,23798085249.502563,23798085250.028954,0.46296191215515137
0.008,-14650.029532933724,23412690019.460293,23412690019.464878,0.5136919021606445
0.009000000000000001,180594.7183672196,23027402763.54896,23027402764.25713,0.5715069770812988
0.01,427019.5168465885,22642784908.661995,22642784912.688568,0.621959924697876
0.011,728362.2629689256,22259516028.043476,22259516039.959988,0.6747410297393799
0.012,1071889.7940631886,21878052095.658733,21878052121.916733,0.7291920185089111
0.013000000000000001,1452664.2861002234,21498946663.20131,21498946712.278912,0.7828328609466553
0.014,1864417.899051636,21122740175.59994,21122740257.882214,0.834723949432373
0.015,2299663.4357434907,20749954894.283962,20749955021.716816,0.8868818283081055
0.016,2749826.304293564,20381090167.806423,20381090353.310356,0.9384620189666748
0.017,3205395.270467845,20016618093.959965,20016618350.610683,0.9884238243103027
0.018000000000000002,3656089.2386960234,19656979611.687958,19656979951.694118,1.0402088165283203
0.019,4091037.1076429393,19302581054.777523,19302581488.309814,1.091958999633789
0.02,4498967.609348481,18953791192.69694,18953791726.645771,1.144536018371582
0.021,4868405.959688727,18610938777.13154,18610939413.890823,1.195063829421997
0.022,5187874.1204528995,18274310605.94956,18274311342.339508,1.2490789890289307
0.023,5446091.496704047,17944150109.62173,17944150936.07246,1.3003549575805664
0.024,5632172.963702572,17620656458.632683,17620657358.751575,1.3532109260559082
0.025,5735821.2313058525,17303984184.266773,17303985134.904613,1.4037349224090576
0.026000000000000002,5771457.872023155,16994290167.07273,16994291147.099688,1.4548218250274658
0.027,5707331.407456876,16691613034.488508,16691614010.23695,1.5048069953918457
0.028,5535672.013585674,16395975232.628042,16395976167.115419,1.5569798946380615
0.029,5249960.261446957,16107357619.3603,16107358474.934587,1.6076619625091553
0.03,4845055.605825329,15825701396.781628,15825702138.441118,1.658207893371582
0.031,4317305.16491558,15550910404.774742,15550911004.068386,1.7104928493499756
0.032,3664631.3920158152,15282853735.813705,15282854175.179392,1.7623579502105713
0.033,2886597.548919378,15021368629.098497,15021368906.451565,1.8143529891967773
0.034,1984450.2071262363,14766263600.551424,14766263733.897364,1.8653099536895752
0.035,961138.3238644464,14517321764.147394,14517321795.964106,1.9178619384765625
0.036000000000000004,-178691.23847949228,14274304299.499725,14274304300.618189,1.9684579372406006
0.037,-1428721.5623660241,14036954020.554718,14036954093.264412,2.0196800231933594
0.038,-2781016.395868315,13804999000.68215,13804999280.799957,2.0690670013427734
0.039,-4226092.94536255,13578156210.362793,13578156868.031658,2.1215310096740723
0.04,-5753015.656689041,13356135125.08349,13356136364.109125,2.1755449771881104
